author,file,label,lat,license,lon,observation_id,observed_on,page_id,photo_id,source,source_url
sowjaka,ai_dataset/positive/inat_396066467_726310080.jpg,niscalo,55.2997611111,cc-by,58.1369833333,396066467,2026-08-25,,726310080,iNaturalist,https://www.inaturalist.org/observations/396066467
"<a href=""//commons.wikimedia.org/wiki/User:Z3lvs"" title=""User:Z3lvs"">Z3lvs</a>",ai_dataset/negative/commons_175584947.jpg,no_niscalo,,cc0,,,,175584947,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Luzon_Tropical_Pine_Forests_Ecoregion_-_Relief_Map_Angle.png
rust_bucket,ai_dataset/positive/inat_400727593_735412909.jpg,niscalo,44.3160714997,cc-by,-70.66298,400727593,2026-09-15,,735412909,iNaturalist,https://www.inaturalist.org/observations/400727593
"<a href=""//commons.wikimedia.org/wiki/User:Nerissa_Lyra"" title=""User:Nerissa Lyra"">Nerissa Lyra</a>",ai_dataset/negative/commons_173867880.jpg,no_niscalo,,cc by-sa 4.0,,,,173867880,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Mangunan_Pine_Forest.jpg
johan8153,ai_dataset/positive/inat_399526546_733021132.jpg,niscalo,58.6142891607,cc-by,17.1436851377,399526546,2026-09-12,,733021132,iNaturalist,https://www.inaturalist.org/observations/399526546
"<a href=""//commons.wikimedia.org/wiki/User:KLOTZ"" title=""User:KLOTZ"">JERRYE AND ROY KLOTZ MD</a>",ai_dataset/negative/commons_24824699.jpg,no_niscalo,,cc by-sa 3.0,,,,24824699,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:ANCIENT_BRISTLECONE_PINE_FOREST,_CALIFORNIA.jpg"
Z3lvs,ai_dataset/negative/commons_142699970.jpg,no_niscalo,,cc0,,,,142699970,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_16.jpg
jokerrr83,ai_dataset/positive/inat_401347450_736627081.jpg,niscalo,50.28279747,cc-by,13.83196609,401347450,2026-09-18,,736627081,iNaturalist,https://www.inaturalist.org/observations/401347450
sowjaka,ai_dataset/positive/inat_395243262_724704088.jpg,niscalo,55.3003166667,cc-by,58.1380222222,395243262,2026-08-25,,724704088,iNaturalist,https://www.inaturalist.org/observations/395243262
"<a href=""//commons.wikimedia.org/wiki/User:Marcus334"" title=""User:Marcus334"">Marcus334</a>",ai_dataset/negative/commons_9823647.jpg,no_niscalo,,cc by-sa 3.0,,,,9823647,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Kodai-Monoculture_pine_forest.JPG
andreaseriksson,ai_dataset/positive/inat_394132989_722514424.jpg,niscalo,63.4103805556,cc-by,14.94445,394132989,2026-08-24,,722514424,iNaturalist,https://www.inaturalist.org/observations/394132989
"<a href=""//commons.wikimedia.org/wiki/User:Alexkom000"" title=""User:Alexkom000"">Alexkom000</a>",ai_dataset/negative/commons_197941734.jpg,no_niscalo,,cc by 4.0,,,,197941734,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2026-08-09_Pine_forest_in_Ferrel_4.jpg
tyler_hacking,ai_dataset/positive/inat_400099625_734143511.jpg,niscalo,40.63523624,cc-by,-110.91776517,400099625,2026-09-13,,734143511,iNaturalist,https://www.inaturalist.org/observations/400099625
"<a href=""//commons.wikimedia.org/wiki/User:Firth_m"" title=""User:Firth m"">Firth m</a>",ai_dataset/negative/commons_136881439.jpg,no_niscalo,,cc by-sa 4.0,,,,136881439,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Mount_Tapulao_pine_forest_in_fog.jpg
"<a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20161027014357/http://www.panoramio.com/user/3985956?with_photo_id=82462189"">Jaseem Hamza</a>",ai_dataset/negative/commons_55752534.jpg,no_niscalo,,cc by 3.0,,,,55752534,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vagamon_Pine_Forest_-_panoramio_(3).jpg
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Swarnavilasam&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Swarnavilasam (page does not exist)"">Swarnavilasam</a>",ai_dataset/negative/commons_57206485.jpg,no_niscalo,,cc by-sa 4.0,,,,57206485,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vagamon_pine_forest.jpg
sowjaka,ai_dataset/positive/inat_396299530_726765997.jpg,niscalo,55.2998194444,cc-by,58.1368722222,396299530,2026-08-25,,726765997,iNaturalist,https://www.inaturalist.org/observations/396299530
relew,ai_dataset/positive/inat_395456287_725116650.jpg,niscalo,54.9073063606,cc-by,52.0017530769,395456287,2026-08-29,,725116650,iNaturalist,https://www.inaturalist.org/observations/395456287
yggdrasi,ai_dataset/positive/inat_399052528_732100188.jpg,niscalo,40.6935554,cc-by,-110.9594541,399052528,2026-09-09,,732100188,iNaturalist,https://www.inaturalist.org/observations/399052528
"<a href=""//commons.wikimedia.org/w/index.php?title=User:XX_Breezy_Xx&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:XX Breezy Xx (page does not exist)"">XX Breezy Xx</a>",ai_dataset/negative/commons_193591649.jpg,no_niscalo,,cc by-sa 4.0,,,,193591649,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Pine_Forest,_Williamstown_SA.jpg"
maxim47461,ai_dataset/positive/inat_394335980_722916126.jpg,niscalo,54.94984,cc-by,59.1837866667,394335980,2026-08-25,,722916126,iNaturalist,https://www.inaturalist.org/observations/394335980
"<a href=""//commons.wikimedia.org/wiki/User:LBM1948"" title=""User:LBM1948"">LBM1948</a>",ai_dataset/negative/commons_110744431.jpg,no_niscalo,,cc by-sa 4.0,,,,110744431,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest,_California_1989_36.jpg"
andrejus,ai_dataset/positive/inat_398831792_731668000.jpg,niscalo,55.18948791,cc-by,25.8151125501,398831792,2026-09-08,,731668000,iNaturalist,https://www.inaturalist.org/observations/398831792
relew,ai_dataset/positive/inat_402157566_738236136.jpg,niscalo,54.7239500558,cc-by,52.163811475,402157566,2026-09-21,,738236136,iNaturalist,https://www.inaturalist.org/observations/402157566
sowjaka,ai_dataset/positive/inat_396064187_726298157.jpg,niscalo,55.2998333333,cc-by,58.1371888889,396064187,2026-08-25,,726298157,iNaturalist,https://www.inaturalist.org/observations/396064187
"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/77742560@N06"">shankar s.</a> from Dubai, united arab emirates",ai_dataset/negative/commons_67769952.jpg,no_niscalo,,cc by 2.0,,,,67769952,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vendors_on_the_way_to_the_artificial_pine_forest_(28277988700).jpg
"<a href=""//commons.wikimedia.org/wiki/User:%D0%86%D1%80%D0%B8%D0%BD%D0%B0_%D0%91%D1%83%D1%87%D0%BD%D1%94%D0%B2%D0%B0"" title=""User:Ірина Бучнєва"">Ірина Бучнєва</a>",ai_dataset/negative/commons_160864769.jpg,no_niscalo,,cc0,,,,160864769,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_walk_in_the_pine_forest.jpg
relew,ai_dataset/positive/inat_395456019_725116073.jpg,niscalo,54.9071953361,cc-by,52.0021835715,395456019,2026-08-29,,725116073,iNaturalist,https://www.inaturalist.org/observations/395456019
"<a href=""//commons.wikimedia.org/wiki/User:Pinakpani"" title=""User:Pinakpani"">Pinakpani</a>",ai_dataset/negative/commons_167195693.jpg,no_niscalo,,cc by 4.0,,,,167195693,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Rishop_Pine_forest_at_6_mile,_Rishop_15.jpg"
"<a href=""//commons.wikimedia.org/wiki/User:Alharomain354"" title=""User:Alharomain354"">Alharomain354</a>",ai_dataset/negative/commons_163372787.jpg,no_niscalo,,cc by-sa 4.0,,,,163372787,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Limpakuwus_Pine_Forest_(2).jpg
"<a href=""//commons.wikimedia.org/wiki/User:Gilangsmntr"" title=""User:Gilangsmntr"">Gilangsmntr</a>",ai_dataset/negative/commons_59717151.jpg,no_niscalo,,cc by-sa 4.0,,,,59717151,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_Forest_(Gn._Halimun_Salak_National_Park)_02.jpg
jonas75444,ai_dataset/positive/inat_396375982_726915218.jpg,niscalo,47.4991033333,cc-by,12.7059333333,396375982,2026-09-01,,726915218,iNaturalist,https://www.inaturalist.org/observations/396375982
"<a href=""//commons.wikimedia.org/wiki/User:Dcapillae"" title=""User:Dcapillae"">Daniel Capilla</a>",ai_dataset/negative/commons_109245361.jpg,no_niscalo,,cc by-sa 4.0,,,,109245361,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pine_Forest_of_Los_Almendrales.jpg
anarkhyra,ai_dataset/positive/inat_402094305_738112226.jpg,niscalo,46.8773844817,cc0,-71.3670034334,402094305,2026-09-19,,738112226,iNaturalist,https://www.inaturalist.org/observations/402094305
"<a href=""//commons.wikimedia.org/wiki/User:Z3lvs"" title=""User:Z3lvs"">Z3lvs</a>",ai_dataset/negative/commons_175399619.jpg,no_niscalo,,cc0,,,,175399619,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Himalayan_Subtropical_Pine_Forests_Ecoregion_-_Relief_Map_Angle.png
Z3lvs,ai_dataset/negative/commons_142699924.jpg,no_niscalo,,cc0,,,,142699924,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest_04_30_2022_9.jpg
vlesu55,ai_dataset/positive/inat_395191571_724598188.jpg,niscalo,56.41193,cc-by,75.30677,395191571,2026-08-28,,724598188,iNaturalist,https://www.inaturalist.org/observations/395191571
relew,ai_dataset/positive/inat_395456287_725116686.jpg,niscalo,54.9073063606,cc-by,52.0017530769,395456287,2026-08-29,,725116686,iNaturalist,https://www.inaturalist.org/observations/395456287
daniel_buczkiewicz,ai_dataset/positive/inat_400186286_734318460.jpg,niscalo,50.2705217581,cc-by,16.8668299913,400186286,2026-09-14,,734318460,iNaturalist,https://www.inaturalist.org/observations/400186286
anarkhyra,ai_dataset/positive/inat_402099229_738120408.jpg,niscalo,46.8777954034,cc0,-71.3676770031,402099229,2026-09-19,,738120408,iNaturalist,https://www.inaturalist.org/observations/402099229
eleanorreece,ai_dataset/positive/inat_402179627_738277307.jpg,niscalo,53.3950908646,cc0,-2.8811337054,402179627,2026-09-19,,738277307,iNaturalist,https://www.inaturalist.org/observations/402179627
"<a href=""//commons.wikimedia.org/wiki/User:SidhardhRamesh"" class=""mw-redirect"" title=""User:SidhardhRamesh"">SidhardhRamesh</a>",ai_dataset/negative/commons_92181366.jpg,no_niscalo,,cc by-sa 4.0,,,,92181366,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:VagamonPineForest.jpg
"<a href=""//commons.wikimedia.org/wiki/User:LBM1948"" title=""User:LBM1948"">LBM1948</a>",ai_dataset/negative/commons_110742737.jpg,no_niscalo,,cc by-sa 4.0,,,,110742737,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Ancient_Bristlecone_Pine_Forest,_California_1989_03.jpg"
daniel_buczkiewicz,ai_dataset/positive/inat_400186286_734318296.jpg,niscalo,50.2705217581,cc-by,16.8668299913,400186286,2026-09-14,,734318296,iNaturalist,https://www.inaturalist.org/observations/400186286
"<a href=""//commons.wikimedia.org/w/index.php?title=User:Jawadqada&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Jawadqada (page does not exist)"">Jawadqada</a>",ai_dataset/negative/commons_49136756.jpg,no_niscalo,,cc by-sa 4.0,,,,49136756,,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Deodar_Cedar_&_Blue_Pine_forest,_Boyun_Village_Swat.jpg"
"<a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20161024205847/http://www.panoramio.com/user/3985956?with_photo_id=82462212"">Jaseem Hamza</a>",ai_dataset/negative/commons_55752604.jpg,no_niscalo,,cc by 3.0,,,,55752604,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vagamon_Pine_Forest_-_panoramio_(5).jpg
andrejus,ai_dataset/positive/inat_399996829_733925660.jpg,niscalo,55.18748052,cc-by,25.78108746,399996829,2026-09-13,,733925660,iNaturalist,https://www.inaturalist.org/observations/399996829
manuela9012,ai_dataset/positive/inat_400789048_735533272.jpg,niscalo,46.3826533333,cc-by,11.78018,400789048,2026-09-10,,735533272,iNaturalist,https://www.inaturalist.org/observations/400789048
sarie_parie,ai_dataset/positive/inat_395303172_724810827.jpg,niscalo,60.7691702382,cc0,23.3756265789,395303172,2026-08-28,,724810827,iNaturalist,https://www.inaturalist.org/observations/395303172
pushy,ai_dataset/positive/inat_394873396_723969040.jpg,niscalo,46.4542833333,cc-by,-86.6832966667,394873396,2026-08-26,,723969040,iNaturalist,https://www.inaturalist.org/observations/394873396
sowjaka,ai_dataset/positive/inat_396062084_726297951.jpg,niscalo,55.2998638889,cc-by,58.1368583333,396062084,2026-08-25,,726297951,iNaturalist,https://www.inaturalist.org/observations/396062084
anarkhyra,ai_dataset/positive/inat_402094305_738112123.jpg,niscalo,46.8773844817,cc0,-71.3670034334,402094305,2026-09-19,,738112123,iNaturalist,https://www.inaturalist.org/observations/402094305
igor322,ai_dataset/positive/inat_399849365_733653513.jpg,niscalo,55.8904471665,cc0,41.8052379794,399849365,2026-09-13,,733653513,iNaturalist,https://www.inaturalist.org/observations/399849365
"<a href=""//commons.wikimedia.org/wiki/User:Rama"" title=""User:Rama"">Rama</a>",ai_dataset/negative/commons_64919391.jpg,no_niscalo,,cc by-sa 3.0 fr,,,,64919391,,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Landscape_with_Rocks_and_Pine_Forest-AA_281-IMG_8991-black.jpg
